Country Name,year,Access to electricity (% of population) (lag 5),Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+) (lag 5),"Commercial bank branches (per 100,000 adults) (lag 7)",Domestic credit to private sector (% of GDP) (lag 7),Individuals using the Internet (% of population) (lag 4),Mobile cellular subscriptions (per 100 people) (lag 4),Urban population (% of total population) (lag 5)
Suriname,1989,,,,33.6218579234973,,0.0,65.259
Suriname,1990,,,,35.0933786078098,,0.0,65.334
Suriname,1991,,,,36.3101851851852,,0.0,65.408
Suriname,1992,,,,39.5057273768614,,0.0,65.483
Suriname,1993,,,,40.8299663299663,,0.0,65.557
Suriname,1994,,,,39.4362244897959,0.0,0.0,65.632
Suriname,1995,,,,40.4302325581395,,0.0,65.706
Suriname,1996,,,,42.7799483966089,,0.0,65.78
Suriname,1997,,,,37.8231204943357,,0.255223439,65.854
Suriname,1998,,,,40.7226065610355,,0.323996361,65.928
Suriname,1999,,,,40.6192123908387,0.115,0.388271307,66.002
Suriname,2000,,,,21.503224036219,0.226,0.544347662,66.076
Suriname,2001,,,,8.20109445868665,1.0,0.498580217,66.15
Suriname,2002,,,,6.5923849216345,1.67,1.300923229,66.223
Suriname,2003,,,,13.1882081835183,1.89,3.719779449,66.297
Suriname,2004,99.62406,,,17.1703515404688,2.51,8.569555614,66.371
Suriname,2005,95.4,,,18.1780934244047,3.06,17.85003508,66.444
Suriname,2006,95.3,,,14.5262095042049,4.16,21.86210069,66.517
Suriname,2007,95.2,,,7.91197862137439,4.72,33.45150661,66.591
Suriname,2008,95.1,,,8.78797827189922,6.08,41.68246594,66.664
Suriname,2009,95.0,,,15.9653838913094,6.4,45.09414591,66.737
Suriname,2010,94.9,,,17.227183177166,9.5,61.30009846,66.682
Suriname,2011,91.0,,10.138046398459,18.7558718627611,14.1,71.97705826,66.615
Suriname,2012,94.7,,10.2974287042217,19.319818720147,21.1,123.0678468,66.547
Suriname,2013,94.7,,10.1734154905373,17.4884111348182,31.4,141.4685909,66.479
Suriname,2014,94.6,,10.3209545253311,21.3584594965176,31.6,95.43766481,66.412
Suriname,2015,91.2,,10.192613573879,23.8646397246909,32.0,96.6269791,66.344
Suriname,2016,94.6,,10.3256279437968,24.4076977224826,34.7,101.9635914,66.276
Suriname,2017,94.6,,10.969580309081,24.0185392688126,37.4,154.0215659,66.208
Suriname,2018,94.6,,10.8172984054787,23.6572660681081,40.1,162.8627901,66.14
Suriname,2019,94.6,,10.6645269901404,24.1947896158436,42.8,130.4067075,66.089
Suriname,2020,95.0,,12.0122825589165,27.8152813950886,45.4,138.7697716,66.056
Suriname,2021,95.8,,12.083549110996,29.730243552903,48.9,135.4535707,66.04
Suriname,2022,96.6,,10.6904058466801,33.7330206067527,55.1,126.7057876,66.041
Suriname,2023,97.4,,11.0088405776291,36.3293876411773,62.0,135.5726544,66.06
Trinidad and Tobago,1975,,,,,,,
Trinidad and Tobago,1976,,,,,,,
Trinidad and Tobago,1977,,,,,,,
Trinidad and Tobago,1978,,,,,,,
Trinidad and Tobago,1979,,,,,,0.0,
Trinidad and Tobago,1980,,,,,,0.0,47.691
Trinidad and Tobago,1981,,,,,,0.0,48.631
Trinidad and Tobago,1982,,,,16.7562873010644,,0.0,49.57
Trinidad and Tobago,1983,,,,20.4843605535775,,0.0,50.51
Trinidad and Tobago,1984,,,,23.3870539507222,,0.0,51.449
Trinidad and Tobago,1985,,,,27.3813969993428,,0.0,52.284
Trinidad and Tobago,1986,,,,24.8556014490177,,0.0,52.468
Trinidad and Tobago,1987,,,,22.1188026192703,,0.0,52.653
Trinidad and Tobago,1988,,,,24.1844943686312,,0.0,52.837
Trinidad and Tobago,1989,,,,25.0488816092542,,0.0,53.021
Trinidad and Tobago,1990,,,,30.4379327000483,,0.0,53.205
Trinidad and Tobago,1991,,,,32.6325401514745,,0.0,53.389
Trinidad and Tobago,1992,,,,32.33689336506,,0.0,53.573
Trinidad and Tobago,1993,,,,34.2838933951333,,0.0,53.757
Trinidad and Tobago,1994,,,,35.495599814729,0.0,0.0,53.941
Trinidad and Tobago,1995,,,,34.1365345675441,,0.03337972,54.124
Trinidad and Tobago,1996,,,,33.6466554182768,,0.099338624,54.308
Trinidad and Tobago,1997,,,,29.8449324481174,,0.129755312,54.491
Trinidad and Tobago,1998,,,,33.7277135992482,,0.199709081,54.674
Trinidad and Tobago,1999,,,,33.3504916061441,0.158,0.48576947,54.857
Trinidad and Tobago,2000,,,,31.997166515254,0.393,0.725883448,55.04
Trinidad and Tobago,2001,,,,26.0155501045658,1.17,1.300286533,55.224
Trinidad and Tobago,2002,,,,27.5716074972158,2.72,1.989078855,55.406
Trinidad and Tobago,2003,,,,28.3163837642324,5.81,2.913126892,55.589
Trinidad and Tobago,2004,,,,33.1290942189586,7.72,12.14979999,55.771
Trinidad and Tobago,2005,91.3,,,35.408409570419,15.4,19.13284879,55.905
Trinidad and Tobago,2006,96.3,,,33.9004035990496,22.0,19.52295901,55.718
Trinidad and Tobago,2007,96.5,,,31.9045427023576,26.0,24.84965439,55.53
Trinidad and Tobago,2008,96.7,,,47.4128795495499,27.0,47.84031702,55.343
Trinidad and Tobago,2009,96.8,,,47.1502738936578,29.0,67.4981283,55.155
Trinidad and Tobago,2010,95.0,,,39.3387263436609,30.0,110.3042372,54.967
Trinidad and Tobago,2011,100.0,,11.9659142385832,37.9611653638537,32.3,109.0218506,54.779
Trinidad and Tobago,2012,100.0,,11.8186900389079,33.4922025534705,34.8,129.6752877,54.59
Trinidad and Tobago,2013,100.0,,11.9685588741761,32.6949924188848,44.3,131.7696874,54.402
Trinidad and Tobago,2014,99.0,,12.12646803757,32.0528227672441,48.5,134.3150658,54.213
Trinidad and Tobago,2015,100.0,,12.1108589786084,26.7082524124637,55.2,128.6038225,54.025
Trinidad and Tobago,2016,97.5,75.92,12.099519450429,35.953442069315,57.5,131.6913653,53.836
Trinidad and Tobago,2017,100.0,,12.7161863619797,30.8454608441119,59.9,134.9228758,53.671
Trinidad and Tobago,2018,100.0,,11.8153745562572,28.1256397873844,62.4,136.5285204,53.53
Trinidad and Tobago,2019,100.0,,11.896652458245,26.7889325612819,65.1,145.4189458,53.413
Trinidad and Tobago,2020,100.0,,11.7149251643587,26.4937682223099,67.8,147.4037146,53.319
Trinidad and Tobago,2021,100.0,,12.4040098781024,27.4790940297587,70.6,137.3344641,53.25
Trinidad and Tobago,2022,100.0,80.78,12.0494060073174,32.3451603894955,72.8,131.0947831,53.205
Trinidad and Tobago,2023,100.0,,11.9566452044885,36.5035512107045,75.0,142.3545434,53.184
Turks and Caicos Islands,1975,,,,,,,
Turks and Caicos Islands,1976,,,,,,,
Turks and Caicos Islands,1977,,,,,,,
Turks and Caicos Islands,1978,,,,,,,
Turks and Caicos Islands,1979,,,,,,0.0,
Turks and Caicos Islands,1980,,,,,,0.0,53.063
Turks and Caicos Islands,1981,,,,,,0.0,53.456
Turks and Caicos Islands,1982,,,,,,0.0,53.848
Turks and Caicos Islands,1983,,,,,,0.0,54.24
Turks and Caicos Islands,1984,,,,,,0.0,54.632
Turks and Caicos Islands,1985,,,,,,0.0,55.259
Turks and Caicos Islands,1986,,,,,,0.0,57.358
Turks and Caicos Islands,1987,,,,,,0.0,59.435
Turks and Caicos Islands,1988,,,,,,0.0,61.478
Turks and Caicos Islands,1989,,,,,,0.0,63.484
Turks and Caicos Islands,1990,,,,,,0.0,65.439
Turks and Caicos Islands,1991,,,,,,0.0,67.345
Turks and Caicos Islands,1992,,,,,,0.0,69.197
Turks and Caicos Islands,1993,,,,,,0.0,70.99
Turks and Caicos Islands,1994,,,,,0.0,0.0,72.716
Turks and Caicos Islands,1995,88.7,,,,,0.0,74.343
Turks and Caicos Islands,1996,91.0539093017578,,,,,0.0,75.537
Turks and Caicos Islands,1997,91.4391174316406,,,,,0.0,76.694
Turks and Caicos Islands,1998,91.8236465454102,,,,,0.0,77.81
Turks and Caicos Islands,1999,92.2068176269531,,,,,0.0,78.888
Turks and Caicos Islands,2000,92.5879440307617,,,,,0.0,79.928
Turks and Caicos Islands,2001,92.9663467407227,,,,,,80.93
Turks and Caicos Islands,2002,93.3413619995117,,,,,,81.89
Turks and Caicos Islands,2003,93.712287902832,,,,,,82.814
Turks and Caicos Islands,2004,94.0783767700195,,,,,,83.7
Turks and Caicos Islands,2005,95.6,,,,,,84.55
Turks and Caicos Islands,2006,94.9,,,,,43.94601418,85.362
Turks and Caicos Islands,2007,95.2,,,,,89.05703772,86.007
Turks and Caicos Islands,2008,95.4,,,,,109.6899733,86.608
Turks and Caicos Islands,2009,95.7,,,,,,87.188
Turks and Caicos Islands,2010,96.0,,,,,,87.745
Turks and Caicos Islands,2011,96.2,,,,,,88.281
Turks and Caicos Islands,2012,96.6,,,,,,88.797
Turks and Caicos Islands,2013,96.9,,,,,,89.294
Turks and Caicos Islands,2014,100.0,,,,,,89.77
Turks and Caicos Islands,2015,100.0,,,,,,90.228
Turks and Caicos Islands,2016,100.0,,,,,,90.668
Turks and Caicos Islands,2017,93.1,,,,,,91.09
Turks and Caicos Islands,2018,100.0,,,,,,91.483
Turks and Caicos Islands,2019,100.0,,,,,,91.851
Turks and Caicos Islands,2020,100.0,,,,,,92.195
Turks and Caicos Islands,2021,100.0,,,,,,92.517
Turks and Caicos Islands,2022,100.0,,,,,,92.817
Turks and Caicos Islands,2023,100.0,,,,,,93.098
Uruguay,1975,,,,,,,
Uruguay,1976,,,,,,,
Uruguay,1977,,,,,,,
Uruguay,1978,,,,,,,
Uruguay,1979,,,,,,0.0,
Uruguay,1980,,,,,,0.0,83.387
Uruguay,1981,,,,,,0.0,83.806
Uruguay,1982,,,,20.1744406522564,,0.0,84.215
Uruguay,1983,,,,22.3436932324867,,0.0,84.616
Uruguay,1984,,,,25.7328905044588,,0.0,85.009
Uruguay,1985,,,,29.3412586514111,,0.0,85.394
Uruguay,1986,,,,33.9483198166588,,0.0,85.769
Uruguay,1987,,,,37.2359116741139,,0.0,86.138
Uruguay,1988,,,,40.4241580571582,,0.0,86.498
Uruguay,1989,,,,72.3823439897386,,0.0,86.85
Uruguay,1990,,,,57.9617434932581,,0.0,87.194
Uruguay,1991,,,,52.8285183108567,,0.0,87.558
Uruguay,1992,,,,55.2862920747401,,0.0,87.926
Uruguay,1993,,,,46.7774122942471,,0.0,88.285
Uruguay,1994,,,,37.0529126131787,0.0,0.0,88.633
Uruguay,1995,,,,38.3154854749914,,0.0,88.973
Uruguay,1996,,,,36.3308649163092,,0.054284892,89.304
Uruguay,1997,96.1823120117188,,,32.4398400817596,,0.156664401,89.627
Uruguay,1998,96.3630599975586,,,25.5120500897645,0.0625,0.213953532,89.94
Uruguay,1999,96.5424499511719,,,25.3199037767105,0.31,1.243773961,90.245
Uruguay,2000,96.7197952270508,,,24.8634811495859,1.85,2.436006067,90.542
Uruguay,2001,95.9,,,23.8557990721528,3.36,3.058024344,90.835
Uruguay,2002,97.0656509399414,,,26.4382205665659,6.99,4.638544413,91.147
Uruguay,2003,97.2328033447266,,,26.8077033782205,9.97,9.732680729,91.45
Uruguay,2004,97.3951110839844,,,25.9057843136644,10.5,12.47749242,91.743
Uruguay,2005,97.6,,,40.5212690015352,11.1,15.75282064,92.028
Uruguay,2006,97.7,,,43.5957665000782,11.4,15.53114058,92.303
Uruguay,2007,97.8,,,45.0942269291081,15.9,15.03020057,92.569
Uruguay,2008,97.9,,,53.8538856752747,17.1,18.09909527,92.828
Uruguay,2009,98.0,,,70.5117382668268,20.1,34.81132061,93.078
Uruguay,2010,98.0,,,43.186543114802,29.4,70.13284845,93.319
Uruguay,2011,98.5,,12.8231919299379,24.1933895956931,34.0,90.25647327,93.553
Uruguay,2012,98.7,,12.7748666327581,22.4749430738691,39.3,105.1463884,93.779
Uruguay,2013,98.8,,13.3522935902315,23.7519352815852,41.8,122.9476137,93.998
Uruguay,2014,99.1,,13.4817076673402,23.0299725881958,46.4,132.3477451,94.209
Uruguay,2015,99.3,,13.6026502626477,27.1685339479512,51.4,141.5210804,94.414
Uruguay,2016,99.2,23.54,13.445518411667,19.8647260994371,54.5,148.1833852,94.612
Uruguay,2017,99.6,,13.6302186939793,21.4040361151246,57.7,155.8020277,94.739
Uruguay,2018,99.6,,13.5821356763789,21.9739905078767,61.5,162.0767046,94.843
Uruguay,2019,99.7,45.59,12.7769653683576,22.1705291861539,64.6,151.7998906,94.945
Uruguay,2020,99.7,,12.6250444703059,24.3768815230441,66.4,149.8853759,95.045
Uruguay,2021,99.7,,12.2530972794752,25.1667931664776,70.3,148.9559056,95.144
Uruguay,2022,99.8,63.87,12.0369321400249,27.8140085275854,80.7,130.1172556,95.24
Uruguay,2023,99.8,,11.4920754725375,25.6815818820962,83.4,132.0241348,95.334
"Venezuela, RB",1975,,,,,,,
"Venezuela, RB",1976,,,,,,,
"Venezuela, RB",1977,,,,,,,
"Venezuela, RB",1978,,,,,,,
"Venezuela, RB",1979,,,,,,0.0,
"Venezuela, RB",1980,,,,,,0.0,75.786
"Venezuela, RB",1981,,,,,,0.0,76.496
"Venezuela, RB",1982,,,,24.3006655489509,,0.0,77.189
"Venezuela, RB",1983,,,,29.1585741354808,,0.0,77.868
"Venezuela, RB",1984,,,,29.9957612423413,,0.0,78.533
"Venezuela, RB",1985,,,,33.4597184431563,,0.0,79.185
"Venezuela, RB",1986,,,,28.4779312303538,,0.0,79.82
"Venezuela, RB",1987,,,,27.4655882549636,,0.0,80.382
"Venezuela, RB",1988,,,,26.6965162267538,,0.0,80.907
"Venezuela, RB",1989,,,,29.2423129214332,,0.0,81.422
"Venezuela, RB",1990,,,,30.6611541798053,,0.0,81.925
"Venezuela, RB",1991,,,,24.6726989658916,,0.0,82.418
"Venezuela, RB",1992,,,,24.8802236084185,,0.009574076,82.9
"Venezuela, RB",1993,,,,30.6132403326437,,0.019117739,83.372
"Venezuela, RB",1994,,,,28.8974198078461,0.0,0.037578645,83.833
"Venezuela, RB",1995,,,,29.9923392531402,,0.082071711,84.284
"Venezuela, RB",1996,,,,20.1859025756094,0.0121,0.379508456,84.664
"Venezuela, RB",1997,97.820203,,,16.5877887613573,0.0416,0.862455779,85.012
"Venezuela, RB",1998,98.2395324707031,,,18.4138427360467,0.0555,1.474065254,85.352
"Venezuela, RB",1999,98.3233337402344,,,18.5883374081413,0.122,1.826547139,85.686
"Venezuela, RB",2000,99.0,,,15.765150205275,0.248,2.577074097,86.014
"Venezuela, RB",2001,98.484130859375,,,9.19843433651805,0.391,4.652836296,86.336
"Venezuela, RB",2002,98.7,,,8.65591976901998,1.38,8.550767856,86.65
"Venezuela, RB",2003,98.4,,,8.12661346910004,2.84,15.79146876,86.959
"Venezuela, RB",2004,98.9,,,12.6068964516111,3.36,22.29913391,87.262
"Venezuela, RB",2005,98.9,,,12.0405144398492,4.64,26.01499674,87.559
"Venezuela, RB",2006,99.9,,,11.2142857878971,4.91,25.82571685,87.85
"Venezuela, RB",2007,99.8,,,10.4838423233885,7.5,27.20934415,87.876
"Venezuela, RB",2008,95.7,,,12.3700667445056,8.4,32.10814595,87.902
"Venezuela, RB",2009,99.1,,,10.1271663738157,12.6,46.85523169,87.928
"Venezuela, RB",2010,98.8,,,8.90612621463873,15.2,69.32850172,87.954
"Venezuela, RB",2011,99.3,,,11.081772129298,20.8,86.53968776,87.98
"Venezuela, RB",2012,98.9,,15.9558071218172,13.214871769626,25.9,98.14040558,88.006
"Venezuela, RB",2013,98.9,,16.7138980209346,17.0371328682102,32.7,99.27872501,88.031
"Venezuela, RB",2014,99.0,,17.6131189948695,23.4811724669825,37.4,97.09249744,88.057
"Venezuela, RB",2015,99.1,,17.687504221237,21.4696738075916,40.2,98.92026985,88.083
"Venezuela, RB",2016,98.8,44.12,18.7748260260811,23.6136286787978,49.1,103.7279644,88.108
"Venezuela, RB",2017,99.3,,17.5777693389324,18.8543354200342,54.9,103.5460059,88.123
"Venezuela, RB",2018,99.4,,17.0761274214433,20.4742256485103,57.0,101.1087376,88.133
"Venezuela, RB",2019,100.0,57.03,17.156524807106,25.3037496584734,58.0,95.29573416,88.144
"Venezuela, RB",2020,100.0,,17.0568720044845,29.8961496920909,60.0,89.78392506,88.154
"Venezuela, RB",2021,99.4,,16.9720546148755,,61.6,80.14049665,88.165
"Venezuela, RB",2022,99.2,73.49,16.5332334469819,,,69.50784615,88.183
"Venezuela, RB",2023,99.9,,,,,63.77343008,88.208
Virgin Islands (U.S.),1975,,,,,,,
Virgin Islands (U.S.),1976,,,,,,,
Virgin Islands (U.S.),1977,,,,,,,
Virgin Islands (U.S.),1978,,,,,,,
Virgin Islands (U.S.),1979,,,,,,0.0,
Virgin Islands (U.S.),1980,,,,,,0.0,75.245
Virgin Islands (U.S.),1981,,,,,,0.0,76.288
Virgin Islands (U.S.),1982,,,,,,0.0,77.298
Virgin Islands (U.S.),1983,,,,,,0.0,78.278
Virgin Islands (U.S.),1984,,,,,,0.0,79.228
Virgin Islands (U.S.),1985,,,,,,0.0,80.147
Virgin Islands (U.S.),1986,,,,,,0.0,81.034
Virgin Islands (U.S.),1987,,,,,,0.0,81.891
Virgin Islands (U.S.),1988,,,,,,0.0,82.717
Virgin Islands (U.S.),1989,,,,,,0.0,83.514
Virgin Islands (U.S.),1990,,,,,,0.0,84.28
Virgin Islands (U.S.),1991,,,,,,0.0,85.017
Virgin Islands (U.S.),1992,,,,,,0.0,85.726
Virgin Islands (U.S.),1993,,,,,,0.0,86.407
Virgin Islands (U.S.),1994,,,,,0.0,0.0,87.059
Virgin Islands (U.S.),1995,100.0,,,,,,87.685
Virgin Islands (U.S.),1996,100.0,,,,,,88.285
Virgin Islands (U.S.),1997,100.0,,,,,,88.86
Virgin Islands (U.S.),1998,100.0,,,,0.941,,89.409
Virgin Islands (U.S.),1999,100.0,,,,2.8,,89.934
Virgin Islands (U.S.),2000,100.0,,,,4.65,,90.437
Virgin Islands (U.S.),2001,100.0,,,,6.95,15.12501772,90.917
Virgin Islands (U.S.),2002,100.0,,,,9.25,23.39334506,91.374
Virgin Islands (U.S.),2003,100.0,,,,11.1,27.82234505,91.811
Virgin Islands (U.S.),2004,100.0,,,,13.8,32.35198965,92.228
Virgin Islands (U.S.),2005,100.0,,,,18.4,37.96085403,92.586
Virgin Islands (U.S.),2006,100.0,,,,27.5,41.91188757,92.814
Virgin Islands (U.S.),2007,100.0,,,,27.4,45.95108493,93.036
Virgin Islands (U.S.),2008,100.0,,,,27.4,60.14445912,93.251
Virgin Islands (U.S.),2009,100.0,,,,27.3,75.41251491,93.461
Virgin Islands (U.S.),2010,100.0,,,,27.3,,93.664
Virgin Islands (U.S.),2011,100.0,,,,27.3,,93.861
Virgin Islands (U.S.),2012,100.0,,,,27.4,,94.053
Virgin Islands (U.S.),2013,100.0,,,,27.4,,94.239
Virgin Islands (U.S.),2014,100.0,,,,31.2,,94.419
Virgin Islands (U.S.),2015,100.0,,,,35.6,,94.594
Virgin Islands (U.S.),2016,100.0,,,,40.5,,94.761
Virgin Islands (U.S.),2017,100.0,,,,45.3,,94.919
Virgin Islands (U.S.),2018,100.0,,,,50.1,,95.07
Virgin Islands (U.S.),2019,100.0,,,,54.8,,95.213
Virgin Islands (U.S.),2020,100.0,,,,59.6,,95.35
Virgin Islands (U.S.),2021,100.0,,,,64.4,,95.48
Virgin Islands (U.S.),2022,100.0,,,,,,95.603
Virgin Islands (U.S.),2023,100.0,,,,,79.34461349,95.721
